"Date","Record Number","Record Type","Project Name","Status","Short Notes",
"03/03/2016","P16BP01443","Building Permit","Multi-Family Residence Alteration","Permit Expired",,
"03/03/2016","P16BP01442","Building Permit","Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01441","Building Permit","Multi-Family Residence Alteration","Final",,
"03/03/2016","P16BP01440","Building Permit","Single Family Residence New","Final",,
"03/03/2016","P16BP01438","Building Permit","Single Family Residence New","Final",,
"03/03/2016","P16BP01427","Building Permit","Single Family Residence Addition","Final",,
"03/03/2016","P16BP01426","Building Permit","Single Family Residence New","Issued",,
"03/03/2016","P16BP01425","Building Permit","Single Family Residence Addition","Final",,
"03/03/2016","P16BP01424","Building Permit","Single Family Residence Addition","Final",,
"03/03/2016","P16BP01422","Building Permit","Commercial Building Other","Final",,
"03/03/2016","P16BP01413","Building Permit","Single Family Residence Alteration","Permit Expired",,
"03/03/2016","P16BP01412","Building Permit","Single Family Residence New","Final",,
"03/03/2016","P16BP01411","Building Permit","Single Family Residence Addition","Final",,
"03/03/2016","P16BP01407","Building Permit","Tenant Improvement","C of O",,
"03/03/2016","P16BP01406","Building Permit","Commercial Building Other","Final",,
"03/02/2016","P16BP01404","Building Permit","Single Family Residence Addition","Application Expired",,
"03/02/2016","P16BP01403","Building Permit","Single Family Residence New","Final",,
"03/02/2016","P16BP01402","Building Permit","Single Family Other-Zoning only","Final",,
"03/02/2016","P16BP01395","Building Permit","Single Family Residence New","Final",,
"03/02/2016","P16BP01389","Building Permit","Single Family Residence New","Final",,
"03/02/2016","P16BP01388","Building Permit","Single Family Residence Addition","Final",,
"03/02/2016","P16BP01383","Building Permit","Single Family Residence New","Final",,
"03/02/2016","P16BP01382","Building Permit","Single Family Residence New","Final",,
"03/02/2016","P16BP01369","Building Permit","Single Family Residence New","Final",,
"03/01/2016","P16BP01354","Building Permit","Commercial Building Addition","C of O",,
"03/01/2016","P16BP01353","Building Permit","Commercial Building Other","Final",,
"03/01/2016","P16BP01348","Building Permit","Commercial Building Addition","Final",,
"03/01/2016","P16BP01347","Building Permit","Commercial Building Addition","Final",,
"03/01/2016","P16BP01345","Building Permit","Commercial Building Addition","C of O",,
"03/01/2016","P16BP01344","Building Permit","Single Family Residence New","Final",,
"03/01/2016","P16BP01341","Building Permit","Commercial Building Other","Final",,
"03/01/2016","P16BP01339","Building Permit","Single Family Residence Addition","Final",,
"03/01/2016","P16BP01321","Building Permit","Single Family Residence Addition","Final",,
"03/01/2016","P16BP01319","Building Permit","Tenant Improvement","C of O",,
"03/01/2016","P16BP01316","Building Permit","SFR- 2006 IRC - Permit Renewal for P06CP00182- COMBO/SNEW -","Final","TWIN LAKES LOT 113 (17/70)",
"03/01/2016","P16BP01315","Building Permit","Single Family Residence Alteration","Final",,
"03/01/2016","P16BP01314","Building Permit","SFR 2006 IRC permit renewal","Final","TWIN LAKES LOT 110 (17/70)",
"02/29/2016","P16BP01311","Building Permit","Single Family Residence New","Final",,
"02/29/2016","P16BP01310","Building Permit","Commercial Building Other","Final",,
"02/29/2016","P16BP01308","Building Permit","Single Family Residence Addition","Final",,
"02/29/2016","P16BP01296","Building Permit","Single Family Residence New","Final",,
"02/29/2016","P16BP01293","Building Permit","Single Family Residence New","Final",,
"02/29/2016","P16BP01291","Building Permit","Single Family Residence Alteration","Permit Expired",,
"02/29/2016","P16BP01287","Building Permit","Single Family Residence Alteration - PERMIT RENEWAL FOR P00CP03920 COMBO/SALT -","Application Expired","SUFFOLK HILLS LOT 39",
"02/26/2016","P16BP01283","Building Permit","SRF 2006 IRC Permit Renewal for P06CP00179","Final","TWIN LAKES LOT 109 (17/70)",
"02/26/2016","P16BP01280","Building Permit","Single Family Residence Alteration","Final",,
"02/26/2016","P16BP01274","Building Permit","Single Family Residence Addition","Final",,
"02/26/2016","P16BP01273","Building Permit","Commercial Building Alteration","Final",,
"02/26/2016","P16BP01272","Building Permit","Single Family Residence New","Final",,
"02/26/2016","P16BP01270","Building Permit","Commercial Building Addition","Permit Expired",,
"02/26/2016","P16BP01267","Building Permit","Single Family Residence New - Permit for P00CP12503","Issued",,
"02/26/2016","P16BP01266","Building Permit","Commercial Building New","C of O",,
"02/26/2016","P16BP01265","Building Permit","Single Family Residence Addition","Application Expired",,
"02/26/2016","P16BP01258","Building Permit","Single Family Residence Addition","Final",,
"02/25/2016","P16BP01254","Building Permit","Multi-Family Residence Alteration","Final",,
"02/25/2016","P16BP01253","Building Permit","Single Family Residence Alteration","Final",,
"02/25/2016","P16BP01250","Building Permit","Single Family Residence Addition","Final",,
"02/25/2016","P16BP01249","Building Permit","Tenant Improvement","C of O",,
"02/25/2016","P16BP01238","Building Permit","Commercial Building Other","Final",,
"02/25/2016","P16BP01234","Building Permit","Commercial Building Alteration","Permit Expired",,
"02/25/2016","P16BP01231","Building Permit","Single Family Residence Addition","Final",,
"02/25/2016","P16BP01229","Building Permit","Single Family Residence New","Final",,
"02/25/2016","P16BP01228","Building Permit","Single Family Residence New","Final",,
"02/25/2016","P16BP01227","Building Permit","Single Family Residence New","Final",,
"02/25/2016","P16BP01226","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01223","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01222","Building Permit","Single Family Residence Addition","Final",,
"02/24/2016","P16BP01218","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01217","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01216","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01215","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01214","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01213","Building Permit","Single Family Residence Other","Final",,
"02/24/2016","P16BP01199","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01198","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01197","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01196","Building Permit","Commercial Building Other","Final",,
"02/24/2016","P16BP01193","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01192","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01191","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01190","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01189","Building Permit","Single Family Residence New","Final",,
"02/24/2016","P16BP01188","Building Permit","Single Family Residence New","Final",,
"02/23/2016","P16BP01187","Building Permit","Single Family Residence Addition - Renewal for Permit P08CP07275","Issued",,
"02/23/2016","P16BP01185","Building Permit","Tenant Improvement","Final",,
"02/23/2016","P16BP01179","Building Permit","Single Family Residence Addition","Final",,
"02/23/2016","P16BP01178","Building Permit","Single Family Residence Addition","Final",,
"02/23/2016","P16BP01176","Building Permit","Tenant Improvement","C of O",,
"02/23/2016","P16BP01175","Building Permit","Single Family Residence Alteration","Permit Expired",,
"02/23/2016","P16BP01174","Building Permit","Single Family Residence New","Final",,
"02/23/2016","P16BP01173","Building Permit","Single Family Residence New","Final",,
"02/23/2016","P16BP01171","Building Permit","Single Family Residence Addition","Final",,
"02/23/2016","P16BP01170","Building Permit","Single Family Residence Addition","Final",,
"02/23/2016","P16BP01168","Building Permit","Single Family Residence Alteration","Final",,
"02/23/2016","P16BP01157","Building Permit","Tenant Improvement","Issued",,
"02/23/2016","P16BP01155","Building Permit","Single Family Residence Addition","Final",,
"02/23/2016","P16BP01151","Building Permit","Single Family Residence New","Final",,
"02/23/2016","P16BP01149","Building Permit","Single Family Residence New","Permit Expired",,
"02/23/2016","P16BP01148","Building Permit","Single Family Residence New","Permit Expired",,
"02/23/2016","P16BP01146","Building Permit","Single Family Residence Addition","Final",,
"02/23/2016","P16BP01143","Building Permit","Single Family Residence New","Final",,
"02/23/2016","P16BP01138","Building Permit","Single Family Residence Addition","Permit Expired",,
"02/22/2016","P16BP01136","Building Permit","Tenant Improvement","C of O",,
"02/22/2016","P16BP01129","Building Permit","Single Family Residence Addition","Final",,
"02/22/2016","P16BP01128","Building Permit","Commercial Building Other","Final",,
"02/22/2016","P16BP01126","Building Permit","Single Family Residence Addition","Final",,
"02/22/2016","P16BP01124","Building Permit","Single Family Residence Alteration","Application Expired",,
"02/22/2016","P16BP01122","Building Permit","Single Family Residence New","Final",,
"02/22/2016","P16BP01118","Building Permit","Single Family Residence Addition","Final",,
"02/22/2016","P16BP01115","Building Permit","Single Family Residence Other - Assisted Living 10 residents","C of O",,
"02/22/2016","P16BP01112","Building Permit","Single Family Residence Alteration","Final",,
"02/19/2016","P16BP01096","Building Permit","Commercial Building Other","Final",,
"02/19/2016","P16BP01087","Building Permit","Single Family Residence Addition","Final",,
"02/19/2016","P16BP01086","Building Permit","Single Family Residence Addition","Final",,
"02/19/2016","P16BP01083","Building Permit","Single Family Residence Addition","Final",,
"02/19/2016","P16BP01081","Building Permit","Single Family Residence Addition","Final",,
"02/19/2016","P16BP01078","Building Permit","Commercial Building Other","Final",,
"02/19/2016","P16BP01075","Building Permit","Single Family Residence New","Final",,
"02/19/2016","P16BP01074","Building Permit","Single Family Residence New","Final",,
"02/19/2016","P16BP01064","Building Permit","Tenant Improvement","Final",,
"02/19/2016","P16BP01061","Building Permit","Single Family Residence New","Final",,
"02/19/2016","P16BP01060","Building Permit","Commercial Building Other","Final",,
"02/19/2016","P16BP01057","Building Permit","Commercial Building Other","Final",,
"02/17/2016","P16BP01048","Building Permit","Single Family Residence Alteration","Final",,
"02/17/2016","P16BP01047","Building Permit","Single Family Residence Addition","Final",,
"02/17/2016","P16BP01046","Building Permit","Single Family Residence New","Final",,
"02/17/2016","P16BP01045","Building Permit","Single Family Residence Addition","Final",,
"02/17/2016","P16BP01044","Building Permit","Single Family Residence Addition","Final",,
"02/17/2016","P16BP01043","Building Permit","Single Family Residence Addition","Final",,
"02/17/2016","P16BP01041","Building Permit","Commercial Building Addition","C of O",,
"02/17/2016","P16BP01039","Building Permit","Single Family Residence Addition","Final",,
