"Address",
"10247  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10247  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10247  E  COVINGTON  ST    TUCSON,  AZ  85748",
"10247  E  EMILY  PL    TUCSON,  AZ  85730",
"10247  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10247  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10247  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10247  E  TRAILBLAZER  WY    VAIL,  AZ  85641",
"10247  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10247  E  WATSON  DR    TUCSON,  AZ  85730",
"10247  N  CALLE DEL CARNERO     TUCSON,  AZ  85737",
"10247  S  SUMMIT CREEK  RD    TUCSON,  AZ  85756",
"10248  E  BUFFALOBERRY  LP    TUCSON,  AZ  85748",
"10248  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10248  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10248  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10248  E  EMILY  DR    TUCSON,  AZ  85730",
"10248  E  FORT LOWELL  RD    TUCSON,  AZ  85749",
"10248  E  FOXMOOR  DR    TUCSON,  AZ  85748",
"10248  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10248  E  PLACITA CRESTA FELIZ     TUCSON,  AZ  85749",
"10248  E  PLACITA CRESTA MIA     TUCSON,  AZ  85749",
"10248  E  PLACITA CRESTA VERDE     TUCSON,  AZ  85749",
"10248  E  SKY CASTLE  WY    TUCSON,  AZ  85730",
"10248  E  WATSON  DR    TUCSON,  AZ  85730",
"10248  S  WHITE SURREY  DR    VAIL,  AZ  85641",
"10249  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10249  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10249  E  DESERT SKYLINE  WY    TUCSON,  AZ  85747",
"10249  E  EMILY  DR    TUCSON,  AZ  85730",
"10249  E  FOXMOOR  DR    TUCSON,  AZ  85748",
"10249  E  GOLF LINKS  RD    TUCSON,  AZ  85748",
"10249  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10249  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10249  E  PLACITA CRESTA FELIZ     TUCSON,  AZ  85749",
"10249  E  PLACITA CRESTA MIA     TUCSON,  AZ  85749",
"10249  E  PLACITA CRESTA VERDE     TUCSON,  AZ  85749",
"10249  E  RITA  RD    TUCSON,  AZ  85747",
"10249  E  SABINO ESTATES  DR    TUCSON,  AZ  85749",
"10249  E  SKY CASTLE  WY    TUCSON,  AZ  85730",
"10249  N  ONYX MOON  DR    TUCSON,  AZ  85743",
"10249  N  PITCHING WEDGE  LN    TUCSON,  AZ  85737",
"10249  S  SUN VALLEY  AV    TUCSON,  AZ  85756",
"10249  S  WAGONETTE  AV    VAIL,  AZ  85641",
"1025  E  13TH  ST    TUCSON,  AZ  85719",
"1025  E  18TH  ST    TUCSON,  AZ  85719",
"1025  E  19TH  ST    TUCSON,  AZ  85719",
"1025  E  22ND  ST    TUCSON,  AZ  85713",
"1025  E  27TH  ST    TUCSON,  AZ  85713",
"1025  E  28TH  ST    TUCSON,  AZ  85713",
"1025  E  2ND  ST    TUCSON,  AZ  85719",
"1025  E  30TH  ST    TUCSON,  AZ  85713",
"1025  E  31ST  ST    TUCSON,  AZ  85713",
"1025  E  32ND  ST    TUCSON,  AZ  85713",
"1025  E  ADELAIDE  DR    TUCSON,  AZ  85719",
"1025  E  AJO  WY    TUCSON,  AZ  85713",
"1025  E  ALTA VISTA  ST    TUCSON,  AZ  85719",
"1025  E  ALVORD  RD    TUCSON,  AZ  85706",
"1025  E  BENSON  HY    TUCSON,  AZ  85713",
"1025  E  BROADWAY  BL    TUCSON,  AZ  85719",
"1025  E  COPPER  ST    TUCSON,  AZ  85719",
"1025  E  CROWN RIDGE  DR    TUCSON,  AZ  85755",
"1025  E  EDISON  ST    TUCSON,  AZ  85719",
"1025  E  GRANT  RD    TUCSON,  AZ  85719",
"1025  E  GREENLEE  PL    TUCSON,  AZ  85719",
"1025  E  HALCYON  RD    TUCSON,  AZ  85719",
"1025  E  HAMPTON  ST    TUCSON,  AZ  85719",
"1025  E  HARSHAW LAND  LN    SAHUARITA,  AZ  85629",
"1025  E  IRVINGTON  RD    TUCSON,  AZ  85714",
"1025  E  KENTUCKY  ST    TUCSON,  AZ  85714",
"1025  E  KING  ST    TUCSON,  AZ  85719",
"1025  E  KNOX  DR    TUCSON,  AZ  85719",
"1025  E  LESTER  ST    TUCSON,  AZ  85719",
"1025  E  LINDEN  ST    TUCSON,  AZ  85719",
"1025  E  MABEL  ST    TUCSON,  AZ  85719",
"1025  E  MOUNT SHIBELL  DR    SAHUARITA,  AZ  85629",
"1025  E  MUD SPRING CANYON  LN    SAHUARITA,  AZ  85629",
"1025  E  NAVAJO  RD    TUCSON,  AZ  85719",
"1025  E  OKLAHOMA  ST    TUCSON,  AZ  85714",
"1025  E  SARDINA CANYON  PL    SAHUARITA,  AZ  85629",
"1025  E  SILVER  ST    TUCSON,  AZ  85719",
"1025  E  SILVERLAKE  RD    TUCSON,  AZ  85713",
"1025  E  SIMMONS  ST    TUCSON,  AZ  85719",
"1025  E  SPRING  ST    TUCSON,  AZ  85719",
"1025  E  TEMPORAL CANYON  RD    SAHUARITA,  AZ  85629",
"1025  E  TENNESSEE  ST    TUCSON,  AZ  85714",
"1025  E  WEST CIRCLE  DR    TUCSON,  AZ  85719",
"1025  E  WINDSOR  ST    TUCSON,  AZ  85719",
"1025  N  2ND  AV    TUCSON,  AZ  85705",
"1025  N  4TH  AV    TUCSON,  AZ  85705",
"1025  N  ABREGO  DR    GREEN VALLEY,  AZ  85614",
"1025  N  ALAMO  AV    TUCSON,  AZ  85711",
"1025  N  BEDFORD  DR    TUCSON,  AZ  85710",
"1025  N  CAMINO MIRAFLORES     TUCSON,  AZ  85745",
"1025  N  CARIBE  AV    TUCSON,  AZ  85710",
"1025  N  CATALINA  AV    TUCSON,  AZ  85711",
"1025  N  COUNTRY CLUB  RD    TUCSON,  AZ  85716",
"1025  N  DODGE  BL    TUCSON,  AZ  85716",
"1025  N  EUCLID  AV    TUCSON,  AZ  85719",
"1025  N  FIREWOOD  PL    TUCSON,  AZ  85748",
"1025  N  FLEETWOOD  PL    TUCSON,  AZ  85748",
"1025  N  GRANDE  AV    TUCSON,  AZ  85745",
"1025  N  HUNTINGTON PARK  DR    TUCSON,  AZ  85710",
"1025  N  KOLB  RD    TUCSON,  AZ  85710",
"1025  N  MOUNTAIN  AV    TUCSON,  AZ  85719",
"1025  N  NORRIS  AV    TUCSON,  AZ  85719",
"1025  N  OLIVE  RD    TUCSON,  AZ  85719",
"1025  N  PERRY  AV    TUCSON,  AZ  85705",
"1025  N  QUAIL RANGE  LP    GREEN VALLEY,  AZ  85614",
"1025  N  QUAIL VIEW  LP    GREEN VALLEY,  AZ  85614",
"1025  N  SARTILLION  AV    AJO,  AZ  85321",
"1025  N  VIA PRIMAVERA     TUCSON,  AZ  85710",
"1025  N  VIA TERRADO     TUCSON,  AZ  85710",
"1025  N  VIA VERANO     TUCSON,  AZ  85710",
"1025  S  AVENIDA DEL CORRECAMINOS     TUCSON,  AZ  85745",
"1025  S  CALLE DE LAS CASITAS     GREEN VALLEY,  AZ  85614",
"1025  S  CAMINO DE LAS COLINAS     TUCSON,  AZ  85748",
"1025  S  CAMINO SECO     TUCSON,  AZ  85710",
"1025  S  CASTAR  DR    TUCSON,  AZ  85745",
"1025  S  CIRCULO SANTA CARMEN     TUCSON,  AZ  85713",
"1025  S  EUCLID  AV    TUCSON,  AZ  85719",
"1025  S  FLORAL RIDGE  WY    TUCSON,  AZ  85710",
"1025  S  FORDHAM  DR    TUCSON,  AZ  85710",
"1025  S  HORIZONTE  PL    GREEN VALLEY,  AZ  85614",
"1025  S  KROEGER  LN    TUCSON,  AZ  85745",
"1025  S  MEYER  AV    TUCSON,  AZ  85701",
"1025  S  MOUNTAIN  AV    TUCSON,  AZ  85719",
"1025  S  PANTANO  RD    TUCSON,  AZ  85710",
"1025  S  SANTA RITA  AV    TUCSON,  AZ  85719",
"1025  S  TYNDALL  AV    TUCSON,  AZ  85719",
"1025  S  VAN BUREN  AV    TUCSON,  AZ  85711",
"1025  S  VERDUGO  AV    TUCSON,  AZ  85745",
"1025  W  ACADIA  DR    TUCSON,  AZ  85756",
"1025  W  CALLE DE EMILIA     GREEN VALLEY,  AZ  85614",
"1025  W  CALLE DE PITAHAYA     GREEN VALLEY,  AZ  85622",
"1025  W  DESERT HILLS  DR    GREEN VALLEY,  AZ  85622",
"1025  W  DISTRICT  ST    TUCSON,  AZ  85714",
"1025  W  DREAM CHASER  CT    TUCSON,  AZ  85737",
"1025  W  EAGLE LOOK  LN    TUCSON,  AZ  85737",
"1025  W  EBNER  PL    TUCSON,  AZ  85714",
"1025  W  FARR  ST    TUCSON,  AZ  85705",
"1025  W  GARNETTE  ST    TUCSON,  AZ  85705",
"1025  W  HADLEY  ST    TUCSON,  AZ  85705",
"1025  W  HAWK  WY    AMADO,  AZ  85645",
"1025  W  LAS PALMAS  DR    TUCSON,  AZ  85704",
"1025  W  LIND  ST    TUCSON,  AZ  85705",
"1025  W  LOS ALAMOS  ST    TUCSON,  AZ  85704",
"1025  W  LOS ALTOS  RD    TUCSON,  AZ  85704",
"1025  W  MICHIGAN  ST    TUCSON,  AZ  85714",
"1025  W  MULLIGAN  DR    TUCSON,  AZ  85755",
"1025  W  NAVAJO  ST    TUCSON,  AZ  85705",
"1025  W  OLETA  DR    TUCSON,  AZ  85704",
"1025  W  PANORAMA  RD    TUCSON,  AZ  85704",
"1025  W  PLACITA VARGAS     GREEN VALLEY,  AZ  85614",
"1025  W  PRINCE  RD    TUCSON,  AZ  85705",
"1025  W  PROSPECT  LN    TUCSON,  AZ  85705",
"1025  W  SAN MIGUEL  CI    TUCSON,  AZ  85704",
"1025  W  SANTO DOMINGO  CI    TUCSON,  AZ  85704",
"1025  W  SOFT WIND  PL    TUCSON,  AZ  85737",
"1025  W  SONORA  ST    TUCSON,  AZ  85745",
"1025  W  THURBER  ST    TUCSON,  AZ  85705",
"1025  W  WETMORE  RD    TUCSON,  AZ  85705",
"1025  E  24TH  ST   1  TUCSON,  AZ  85713",
"1025  E  ALVORD  RD   1  TUCSON,  AZ  85706",
"1025  E  NAVAJO  RD   1  TUCSON,  AZ  85719",
"1025  N  2ND  AV   1  TUCSON,  AZ  85705",
"1025  S  PARK  AV   1  TUCSON,  AZ  85719",
"1025  S  VERDUGO  AV   1M  TUCSON,  AZ  85745",
"1025  E  24TH  ST   2  TUCSON,  AZ  85713",
"1025  E  ALVORD  RD   2  TUCSON,  AZ  85706",
"1025  E  NAVAJO  RD   2  TUCSON,  AZ  85719",
"1025  N  2ND  AV   2  TUCSON,  AZ  85705",
"1025  S  PARK  AV   2  TUCSON,  AZ  85719",
"1025  S  VERDUGO  AV   2M  TUCSON,  AZ  85745",
"1025  E  ALVORD  RD   3  TUCSON,  AZ  85706",
"1025  N  2ND  AV   3  TUCSON,  AZ  85705",
"1025  E  ALVORD  RD   4  TUCSON,  AZ  85706",
"10250  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10250  E  CALLE DEL ESTE     TUCSON,  AZ  85748",
"10250  E  CALLE MAGDALENA     TUCSON,  AZ  85748",
"10250  E  CIRCLE PINES  DR    TUCSON,  AZ  85748",
"10250  E  CORTE MADERA FINA     TUCSON,  AZ  85730",
"10250  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10250  E  HAWK HILL  LN    TUCSON,  AZ  85749",
"10250  E  JUNIPER BASIN  LN    TUCSON,  AZ  85748",
"10250  E  PRINCE  RD    TUCSON,  AZ  85749",
"10250  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10250  E  VICKSBURG  ST    TUCSON,  AZ  85748",
"10250  E  WINDING  TR    TUCSON,  AZ  85749",
"10250  E  WOODHAVEN  LN    TUCSON,  AZ  85748",
"10250  N  CALLE DEL CARNERO     TUCSON,  AZ  85737",
"10250  N  CAMINO DE LA TIERRA     TUCSON,  AZ  85742",
"10250  N  CAMINO PICO VISTA     TUCSON,  AZ  85742",
"10250  N  CLIFF DWELLER  PL    TUCSON,  AZ  85737",
"10250  N  COYOTE  LN    TUCSON,  AZ  85742",
"10250  N  HARDAGE  LN    TUCSON,  AZ  85737",
"10250  N  KRAUSWOOD  LN    TUCSON,  AZ  85737",
"10250  N  OAK KNOLL  LN    TUCSON,  AZ  85737",
"10250  N  ORANGE RANCH  RD    TUCSON,  AZ  85742",
"10250  N  REDINGTON  RD    BENSON,  AZ  85602",
"10250  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10250  N  VALLE DEL ORO  DR    TUCSON,  AZ  85737",
"10250  N  VALLE DEL ORO  RD    TUCSON,  AZ  85737",
"10250  N  VOLK  AV    MARANA,  AZ  85653",
"10250  S  CAMINO CASITAS     TUCSON,  AZ  85756",
"10250  S  EPPERSON  LN    TUCSON,  AZ  85756",
"10250  S  SUMMIT PEAK  PL    TUCSON,  AZ  85756",
"10250  S  SUNCREST  DR    TUCSON,  AZ  85756",
"10250  W  WINDCHIME  DR    TUCSON,  AZ  85743",
"10250  N  COYOTE  LN   1  TUCSON,  AZ  85742",
"10250  S  BRANDYWINE  LN   1  TUCSON,  AZ  85736",
"10250  N  COYOTE  LN   2  TUCSON,  AZ  85742",
"10250  N  VOLK  AV   2  MARANA,  AZ  85653",
"10250  S  BRANDYWINE  LN   2  TUCSON,  AZ  85736",
"10250  S  BRANDYWINE  LN   3  TUCSON,  AZ  85736",
"10251  E  CALLE ESTRELLA CLARA     TUCSON,  AZ  85747",
"10251  E  CALLE MAGDALENA     TUCSON,  AZ  85748",
"10251  E  CIRCLE PINES  DR    TUCSON,  AZ  85748",
"10251  E  CORTE MADERA FINA     TUCSON,  AZ  85730",
"10251  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10251  E  DISCOVERY  DR    TUCSON,  AZ  85748",
"10251  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10251  E  HUMMINGBIRD MEADOW  WY    TUCSON,  AZ  85747",
"10251  E  IRVINGTON  RD    TUCSON,  AZ  85730",
"10251  E  JUNIPER BASIN  LN    TUCSON,  AZ  85748",
"10251  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10251  E  PASEO JUAN TABO     TUCSON,  AZ  85747",
"10251  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10251  E  POTOMAC  PL    TUCSON,  AZ  85748",
"10251  E  PRINCE  RD    TUCSON,  AZ  85749",
"10251  E  WOODHAVEN  LN    TUCSON,  AZ  85748",
"10251  N  FOX HUNT  LN    TUCSON,  AZ  85737",
"10251  N  HARDAGE  LN    TUCSON,  AZ  85737",
"10251  N  MCGINNIS  RD    MARANA,  AZ  85653",
"10251  N  OAK KNOLL  LN    TUCSON,  AZ  85737",
"10251  N  VOLK  AV    MARANA,  AZ  85653",
"10251  N  WILD TURKEY  LN    TUCSON,  AZ  85737",
"10251  S  LA VUELTA DE PERNO     TUCSON,  AZ  85756",
"10251  S  SILVER SURREY  PL    VAIL,  AZ  85641",
"10251  S  WILMOT  RD    TUCSON,  AZ  85756",
"10251  W  DESERT LIGHTS  TR    TUCSON,  AZ  85743",
"10251  S  LA VUELTA DE PERNO    1  TUCSON,  AZ  85756",
"10251  W  DESERT LIGHTS  TR   1  TUCSON,  AZ  85743",
"10251  S  LA VUELTA DE PERNO    2  TUCSON,  AZ  85756",
"10251  W  DESERT LIGHTS  TR   2  TUCSON,  AZ  85743",
"10252  E  CALLE ESTRELLA CLARA     TUCSON,  AZ  85747",
"10252  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10252  E  HUMMINGBIRD MEADOW  WY    TUCSON,  AZ  85747",
"10252  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10252  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10252  E  POTOMAC  PL    TUCSON,  AZ  85748",
"10252  E  SHADY ROCK  LN    TUCSON,  AZ  85749",
"10252  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10252  N  CAPE FEAR  LN    TUCSON,  AZ  85737",
"10252  N  FIRE CREST  PL    MARANA,  AZ  85653",
"10252  S  BLACK SURREY  DR    VAIL,  AZ  85641",
"10252  S  SILVER SURREY  PL    VAIL,  AZ  85641",
"10253  E  CALLE CADIZ     TUCSON,  AZ  85747",
"10253  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10253  E  CANYON MEADOW  DR    TUCSON,  AZ  85747",
"10253  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10253  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10253  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10253  N  SILVERBELL  RD    TUCSON,  AZ  85743",
"10253  S  BLACK SURREY  DR    VAIL,  AZ  85641",
"10254  E  BUFFALOBERRY  LP    TUCSON,  AZ  85748",
"10254  E  CALLE CADIZ     TUCSON,  AZ  85747",
"10254  E  CALLE ESTRELLA POLAR     TUCSON,  AZ  85747",
"10254  E  CANYON MEADOW  DR    TUCSON,  AZ  85747",
"10254  E  DESERT CROSSINGS  WY    TUCSON,  AZ  85747",
"10254  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10254  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10254  E  HONEY MESQUITE  DR    TUCSON,  AZ  85730",
"10254  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10254  E  SUN CREEK  CT    VAIL,  AZ  85641",
"10254  N  FOX HUNT  LN    TUCSON,  AZ  85737",
"10254  S  BINDER  DR    VAIL,  AZ  85641",
"10254  S  MOONLIT RIVERWALK  TR    VAIL,  AZ  85641",
"10254  S  WHITE SURREY  DR    VAIL,  AZ  85641",
"10255  E  BROADWAY  BL    TUCSON,  AZ  85748",
"10255  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10255  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10255  E  CIRCLE PINES  DR    TUCSON,  AZ  85748",
"10255  E  COVINGTON  ST    TUCSON,  AZ  85748",
"10255  E  DESERT SKYLINE  WY    TUCSON,  AZ  85747",
"10255  E  ESSEX VILLAGE  DR    TUCSON,  AZ  85748",
"10255  E  MARY  DR    TUCSON,  AZ  85730",
"10255  E  OLD VAIL  RD    TUCSON,  AZ  85747",
"10255  E  PIERCE ARROW  ST    TUCSON,  AZ  85748",
"10255  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10255  E  RAINBOW MEADOW  DR    TUCSON,  AZ  85747",
"10255  E  RIO DE ORO  DR    TUCSON,  AZ  85749",
"10255  E  SABINO ESTATES  DR    TUCSON,  AZ  85749",
"10255  E  SHADY ROCK  LN    TUCSON,  AZ  85749",
"10255  N  AVRA VISTA  DR    MARANA,  AZ  85653",
"10255  N  BLUE BONNET  RD    TUCSON,  AZ  85742",
"10255  N  CAMINO PICO VISTA     TUCSON,  AZ  85742",
"10255  N  CAROLANNE  DR    TUCSON,  AZ  85742",
"10255  N  CARRISTO  DR    TUCSON,  AZ  85737",
"10255  N  LA CHOLLA  BL    TUCSON,  AZ  85742",
"10255  N  LAMBERT  CT    TUCSON,  AZ  85742",
"10255  N  SAINT PATRICK  RD    TUCSON,  AZ  85742",
"10255  N  SHANNON  RD    TUCSON,  AZ  85742",
"10255  N  SYNGE  WY    MARANA,  AZ  85653",
"10255  S  MOONLIT RIVERWALK  TR    VAIL,  AZ  85641",
"10255  S  STARLIGHT  AV    TUCSON,  AZ  85756",
"10255  S  SUMMIT VISTA  WY    TUCSON,  AZ  85756",
"10255  W  ORANGE GROVE  RD    TUCSON,  AZ  85743",
"10255  S  SUMMIT POINT  DR   1  TUCSON,  AZ  85756",
"10255  S  SUMMIT POINT  DR   2  TUCSON,  AZ  85756",
"10256  E  CALLE ESTRELLA FUGAZ     TUCSON,  AZ  85747",
"10256  E  CALLE PUEBLO ESTRELLA     TUCSON,  AZ  85747",
"10256  E  DESERT MESA  DR    TUCSON,  AZ  85747",
"10256  E  MARY  DR    TUCSON,  AZ  85730",
"10256  E  PROSPECT VISTA  WY    TUCSON,  AZ  85747",
"10256  E  RAINBOW MEADOW  DR    TUCSON,  AZ  85747",
"10256  N  AVRA VISTA  DR    MARANA,  AZ  85653",
"10256  S  NOGALES  HY    TUCSON,  AZ  85756",
"10256  S  SUMMIT PEAK  PL   1  TUCSON,  AZ  85756",
"10256  S  SUMMIT PEAK  PL   2  TUCSON,  AZ  85756",
"10257  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10257  E  FOXMOOR  DR    TUCSON,  AZ  85748",
"10257  E  MADRONA CANYON  DR    TUCSON,  AZ  85748",
"10257  E  SUN CREEK  CT    VAIL,  AZ  85641",
"10257  E  WATSON  DR    TUCSON,  AZ  85730",
"10257  N  CALLE DEL CARNERO     TUCSON,  AZ  85737",
"10257  N  FIRE CREST  PL    MARANA,  AZ  85653",
"10257  S  SUN VALLEY  AV    TUCSON,  AZ  85756",
"10257  S  WAGONETTE  AV    VAIL,  AZ  85641",
"10257  W  GRIER  RD    MARANA,  AZ  85658",
"10258  E  CALLE COSTA DEL SOL     TUCSON,  AZ  85747",
"10258  E  EMILY  PL    TUCSON,  AZ  85730",
"10258  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10258  E  WATSON  DR    TUCSON,  AZ  85730",
"10258  N  OAK KNOLL  LN    TUCSON,  AZ  85737",
"10258  N  TALL COTTON  DR    MARANA,  AZ  85653",
"10258  N  TURQUOISE MOON  WY    TUCSON,  AZ  85743",
"10258  S  BLACK SURREY  DR    VAIL,  AZ  85641",
"10258  S  RAINBOW  LN    TUCSON,  AZ  85756",
"10259  E  CALLE ESTRELLA CLARA     TUCSON,  AZ  85747",
"10259  E  EMILY  PL    TUCSON,  AZ  85730",
"10259  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10259  E  MARMON  ST    TUCSON,  AZ  85748",
"10259  E  PLACITA DE DOS PESOS     TUCSON,  AZ  85730",
"10259  E  PLACITA PINOLE     TUCSON,  AZ  85730",
"10259  E  WASP SPRING  DR    TUCSON,  AZ  85748",
"10259  N  TALL COTTON  DR    MARANA,  AZ  85653",
"10259  S  BLACK SURREY  DR    VAIL,  AZ  85641",
"10259  S  SILVER SURREY  PL    VAIL,  AZ  85641",
"10259  W  MASSINGALE  RD    TUCSON,  AZ  85743",
"1026  E  12TH  ST    TUCSON,  AZ  85719",
"1026  E  26TH  ST    TUCSON,  AZ  85713",
"1026  E  27TH  ST    TUCSON,  AZ  85713",
"1026  E  28TH  ST    TUCSON,  AZ  85713",
"1026  E  30TH  ST    TUCSON,  AZ  85713",
"1026  E  31ST  ST    TUCSON,  AZ  85713",
"1026  E  32ND  ST    TUCSON,  AZ  85713",
"1026  E  33RD  ST    TUCSON,  AZ  85713",
"1026  E  34TH  ST    TUCSON,  AZ  85713",
"1026  E  35TH  ST    TUCSON,  AZ  85713",
"1026  E  6TH  ST    TUCSON,  AZ  85719",
"1026  E  ADELAIDE  DR    TUCSON,  AZ  85719",
"1026  E  ALTA VISTA  ST    TUCSON,  AZ  85719",
"1026  E  BILBY  RD    TUCSON,  AZ  85706",
"1026  E  BLACKLIDGE  DR    TUCSON,  AZ  85719",
"1026  E  BROADWAY  BL    TUCSON,  AZ  85719",
"1026  E  GANLEY  RD    TUCSON,  AZ  85706",
"1026  E  GREENLEE  PL    TUCSON,  AZ  85719",
"1026  E  HAMPTON  ST    TUCSON,  AZ  85719",
"1026  E  KING  ST    TUCSON,  AZ  85719",
"1026  E  KNOX  DR    TUCSON,  AZ  85719",
"1026  E  LINDEN  ST    TUCSON,  AZ  85719",
"1026  E  LUMBERJACK  TR    SAHUARITA,  AZ  85629",
"1026  E  MADERA ESTATES  LN    SAHUARITA,  AZ  85629",
"1026  E  MESQUITE SPRINGS  PL    GREEN VALLEY,  AZ  85614",
"1026  E  MILES  ST    TUCSON,  AZ  85719",
"1026  E  MITCHELL  ST    TUCSON,  AZ  85719",
"1026  E  OKLAHOMA  ST    TUCSON,  AZ  85714",
"1026  E  PRINCE  RD    TUCSON,  AZ  85719",
"1026  E  SARDINA CANYON  PL    SAHUARITA,  AZ  85629",
"1026  E  SILVERLAKE  RD    TUCSON,  AZ  85713",
"1026  E  SIMMONS  ST    TUCSON,  AZ  85719",
"1026  E  SPRING  ST    TUCSON,  AZ  85719",
"1026  E  TEMPORAL CANYON  RD    SAHUARITA,  AZ  85629",
"1026  E  TENNESSEE  ST    TUCSON,  AZ  85714",
"1026  E  WATER  ST    TUCSON,  AZ  85719",
"1026  E  WEST CIRCLE  DR    TUCSON,  AZ  85719",
"1026  E  WINDSOR  ST    TUCSON,  AZ  85719",
"1026  N  11TH  AV    TUCSON,  AZ  85705",
"1026  N  1ST  AV    TUCSON,  AZ  85719",
"1026  N  3RD  AV    TUCSON,  AZ  85705",
"1026  N  5TH  AV    TUCSON,  AZ  85705",
"1026  N  6TH  AV    TUCSON,  AZ  85705",
"1026  N  CAMINO LAS SOLANAS     TUCSON,  AZ  85710",
"1026  N  CARIBE  AV    TUCSON,  AZ  85710",
"1026  N  CATALINA  AV    TUCSON,  AZ  85711",
"1026  N  CHERRY  AV    TUCSON,  AZ  85719",
"1026  N  COLUMBUS  BL    TUCSON,  AZ  85711",
"1026  N  FIREWOOD  PL    TUCSON,  AZ  85748",
"1026  N  SARTILLION  AV    AJO,  AZ  85321",
"1026  N  VIA VERANO     TUCSON,  AZ  85710",
"1026  N  VINE  AV    TUCSON,  AZ  85719",
"1026  N  WASHINGTON  AV    AJO,  AZ  85321",
"1026  S  5TH  AV    TUCSON,  AZ  85701",
"1026  S  7TH  AV    TUCSON,  AZ  85701",
"1026  S  BRIGHTON  AV    TUCSON,  AZ  85711",
"1026  S  CALLE DE LA TEMPORADA     GREEN VALLEY,  AZ  85614",
"1026  S  DESERT SENNA  LP    TUCSON,  AZ  85748",
"1026  S  DUQUESNE  DR    TUCSON,  AZ  85710",
"1026  S  EUCLID  AV    TUCSON,  AZ  85719",
"1026  S  FORDHAM  DR    TUCSON,  AZ  85710",
"1026  S  JEFFERSON  AV    TUCSON,  AZ  85711",
"1026  S  LEHIGH  DR    TUCSON,  AZ  85710",
"1026  S  MANN  AV    TUCSON,  AZ  85710",
"1026  S  RUSSELL  AV    TUCSON,  AZ  85701",
"1026  S  SECO  PL    TUCSON,  AZ  85710",
"1026  S  SPECKLED STONE  WY    TUCSON,  AZ  85710",
"1026  W  CALLE ARIZONA     TUCSON,  AZ  85705",
"1026  W  CAMINO HOMBRE VIEJO     SAHUARITA,  AZ  85629",
"1026  W  COLORADO  ST    TUCSON,  AZ  85745",
"1026  W  COLUMBIA  ST    TUCSON,  AZ  85714",
"1026  W  COOL  DR    TUCSON,  AZ  85704",
"1026  W  FARR  ST    TUCSON,  AZ  85705",
"1026  W  LAS PALMAS  DR    TUCSON,  AZ  85704",
"1026  W  NAVAJO  ST    TUCSON,  AZ  85705",
"1026  W  SILVERLAKE  RD    TUCSON,  AZ  85713",
"1026  W  TORTOLITA MOUNTAIN  CI    TUCSON,  AZ  85755",
"1026  E  ALTA VISTA  ST   1  TUCSON,  AZ  85719",
"1026  E  COPPER  ST   1  TUCSON,  AZ  85719",
"1026  E  GLENN  ST   1  TUCSON,  AZ  85719",
"1026  E  MILES  ST   1  TUCSON,  AZ  85719",
"1026  S  RUSSELL  AV   1  TUCSON,  AZ  85701",
"1026  W  CALLE ARIZONA    1  TUCSON,  AZ  85705",
